This file is part of APS Failure and Operational Data for Scania Trucks.

Copyright (c) <2016> <Scania CV AB>

This program (APS Failure and Operational Data for Scania Trucks) is 
free software: you can redistribute it and/or modify
it under the terms of the GNU General Public License as published by
the Free Software Foundation, either version 3 of the License, or
(at your option) any later version.

This program is distributed in the hope that it will be useful,
but WITHOUT ANY WARRANTY; without even the implied warranty of
MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
GNU General Public License for more details.

You should have received a copy of the GNU General Public License
along with this program.  If not, see <http://www.gnu.org/licenses/>.

------------------------------------------------------------------------

class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,8,0,10,10,0,0,0,0,0,0,2620,3486,1994,0,0,0,2848,0,136,0,90,342,16006,13026,8290,656,0,0,0,0,4,40,0,0,0,0,0,0,0,6972,1128,0,50,10,12,706,360,782,6180,0,0,0,6744,382,104,82,40,20,482,110,36,100,24414,0,4,0,0,2848,168,6002,2264,na,na,na,na,na,na,na,na,8080,8.91,24414,24414,26672,24,0,2286,24160,8140,1209600,324,2,4,0,1950.72,0,5140.8,2,14,0,0,1386,3880,1820,360,654,0,0,0,0,6,24414,0,1088,8,16,8,30,3410,3018,522,0,0,14,206,1984,82,0,0,0,0,2354,44,76,0,0,0,0,0,0,0,0,184,0,0,0,0,102,20,8700,880,7232,10,0,0,0,0.86,550,6344,1518,180,22,36,0,0,0,0,0,0,0
neg,63496,na,1094,0,0,0,0,0,0,0,1036,155646,3262948,1822558,163734,1228,2077024,0,0,0,0,0,4628604,3865846,1409978,632502,0,0,0,0,498,720,0,0,0,0,0,0,5151664,255486,0,0,3906,2934,5682,224582,3685142,1484854,50,0,0,0,3172534,1055448,431386,275790,184414,123700,107484,56394,0,0,6039530,38,38,1874,30,2077024,64842,702854,703690,270580,285340,278900,299820,na,na,na,na,265120,63496.6,6039530,6039530,6003020,19909.0,2644,111106,1189340,5407150,1209600,132116,0,0,0,3981178.56,0,1421078.4,0,0,0,0,0,448,1258952,2809680,1262556,67116,8320,78,0,14,6039530,na,7660,1042,24258,910168,402424,3478318,568720,14324,236,0,0,0,0,0,0,0,0,0,0,6760,582,0,0,0,0,0,0,0,0,37102,29298,9008,0,0,154642,29716,303000,32038,0,0,0,0,7661510,2185.12,2308,1474536,806034,614600,626038,1167352,661122,52690,4474,304,0,0,0
neg,844,0,26,26,0,0,0,0,340,39950,20464,3926,1008,0,0,0,10144,0,0,0,26358,35110,32500,48302,27554,3236,0,0,0,0,26,72,0,0,0,0,0,0,0,13954,51734,0,368,116,132,774,1548,2864,7694,51596,596,0,31098,13914,13746,3400,1590,1244,432,190,48,26,86486,14,12,10,0,10144,554,14252,12998,na,na,na,na,na,na,na,na,26960,844.11,86486,86486,86108,278,0,8338,85820,65804,1209600,994,2,20,0,41665.92,0,22986.24,0,38,0,4788,22166,3274,8448,26798,212,2,0,0,0,4,86486,0,1266,18,684,710,6518,10422,43682,2324,64,0,94,122,43300,15914,498,0,0,0,43302,162,140,0,0,0,0,0,0,0,0,1020,36,6,0,0,272,60,2580,262,0,0,0,0,0,161.18,108,24424,6694,1004,416,2660,3444,4304,22742,0,0,0,0
neg,32200,na,564,0,0,0,0,0,0,0,1626,129788,1596454,169860,28808,734,914042,8250,58,0,0,0,1517556,1146888,464652,342242,0,0,0,0,142,34,0,0,0,0,0,0,38880,113366,1775024,0,7414,5348,2512,50996,1293542,567178,268,8,4,0,502754,527636,283770,161036,109082,75962,99338,167692,0,0,1982432,328,114,1684,4,914042,31308,117500,344568,294680,na,na,na,na,na,na,na,166920,32200.52,1982432,1982432,1979076,13084,68,74862,770040,1927270,1209600,41540,0,0,0,1542279.36,0,383932.8,0,0,0,0,0,59960,691978,1035464,129762,8262,1844,0,0,14,1982432,na,2148,210,16586,286106,43866,1205282,367344,5702,26,0,0,0,0,0,0,0,0,0,0,1490,276,0,0,0,0,0,0,0,0,17960,14674,3434,0,0,33990,6622,174540,38930,0,0,0,0,2920730,547.86,628,399510,202122,105080,58614,182246,284746,342304,331376,21230,42,0,0
neg,516,0,2130706432,24,0,0,0,0,0,0,0,0,192,0,0,0,25310,0,0,0,728,1130,71724,51268,81592,8554,0,0,0,0,32,8,0,0,0,0,0,0,0,0,192,0,22,8,6,40,116,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,154230,0,2,14,0,25310,1274,64306,16600,na,na,na,na,na,na,na,na,80140,515.55,154230,154230,4030,0,0,14502,152800,196,1209600,2996,6,30,0,34612.8,18202.56,17603.52,0,2,0,0,0,0,192,0,0,0,0,0,2,6,154230,0,4,2,0,2,0,184,0,0,0,0,18,10,35582,2026,0,0,0,0,36358,224,66,0,0,50,25746,0,0,0,0,1362,16,24,0,0,1818,358,137500,13766,0,0,0,0,0,0,2,192,0,0,0,0,0,0,0,0,0,0,0
neg,10,0,16,12,8,18,0,0,0,0,2726,1740,1418,0,0,0,1226,0,64,0,930,1674,8604,7298,13280,360,0,0,0,0,14,48,0,0,0,0,0,0,0,3118,2766,0,52,20,6,126,788,180,3360,1350,2,0,4616,354,134,68,50,48,334,56,122,102,22838,2,20,2,0,1226,164,11056,2202,na,na,na,na,na,na,na,na,13100,9.72,22838,22838,29648,24,70,2184,22620,5914,1209600,288,2,4,0,1704.96,0,3312.96,0,12,0,0,2768,950,1336,646,184,0,0,0,2,6,22838,0,942,16,12,4,6,794,3362,694,54,0,18,78,1664,82,0,0,0,0,2074,68,48,0,0,0,0,0,0,0,0,182,0,0,24,24,16,14,7500,932,0,18,0,0,0,76.7,34,4366,1342,40,8,50,62,16,0,0,0,0,0
neg,1454,na,122,112,0,0,0,0,0,0,126,7674,77904,16928,174,0,39732,0,0,0,0,0,98412,85244,31198,7224,0,0,0,0,172,56,0,0,0,0,0,0,77820,24984,2,0,188,102,108,128,64502,37778,0,0,0,0,50742,37218,10282,3456,924,130,46,8,0,0,129672,10,6,98,0,39732,1008,19206,11792,na,na,na,na,na,na,na,na,30640,1454.64,129672,129672,129266,341.0,0,12538,129080,102806,1209600,2400,2,10,0,77771.52,0,24866.88,0,0,0,0,0,1148,40834,57540,2870,392,22,0,0,4,129672,na,380,44,616,7360,5256,18884,66544,3708,14,0,166,200,76768,52492,0,0,0,48,79150,168,32,0,0,0,0,0,0,0,0,758,198,138,0,0,1072,228,372760,37426,0,0,0,0,454700,126.98,136,26578,11706,3718,1166,3108,56234,296,0,0,0,0,0
neg,46,0,2130706434,80,0,0,0,0,0,0,2076,6846,2332,0,0,0,4576,0,38,0,0,0,15638,10752,23788,1738,0,0,0,0,46,88,0,0,0,0,0,0,0,0,11254,0,92,24,38,384,820,2394,7502,0,0,0,7410,1712,440,322,234,148,406,144,156,282,39468,4,12,0,0,4576,402,20308,3442,na,na,na,na,na,na,na,na,23440,45.25,39468,39468,39892,42,420,3774,39160,11316,1209600,1030,2,4,0,6775.68,228.48,3370.56,0,18,0,0,490,5232,4250,622,656,4,0,0,0,56,39468,0,1022,24,24,944,390,1322,5402,1932,194,0,132,108,5586,122,0,8,0,0,7076,64,116,0,0,130,4744,0,0,0,0,336,0,0,3066,638,390,104,36040,4410,11774,114,0,0,0,0.96,62,4986,5130,394,146,198,190,188,22,0,0,0,0
neg,38606,na,510,468,0,0,0,0,0,0,578,487660,1573254,487060,19080,0,1178090,0,0,0,0,0,2167968,1741730,461144,379878,0,0,0,0,908,298,0,0,0,0,0,87244,2255638,143356,81394,0,2434,1574,1456,57506,1914440,588374,1848,0,0,0,972764,477008,246986,187358,188416,313130,181970,0,0,0,2629482,0,200,234,22,1178090,46524,203312,256456,197140,220880,na,na,na,na,na,na,38640,38606.98,2629482,2629482,2637574,16114,35424,18144,205640,2567632,1209600,104644,4,98,0,2099768.64,0,465766.08,0,0,0,0,0,12426,849466,1235740,431670,32452,5026,852,25444,25466,2629482,na,3610,490,131056,241912,154230,1104422,901458,29648,806,0,778,860,1948690,52058,0,15336,0,24,2137500,1756,394,0,0,0,0,0,0,0,0,22436,41796,7586,0,0,88880,29842,524660,140554,0,0,0,0,0,923.86,986,492698,478344,315184,128248,211058,157218,144436,124178,428712,87556,0,0
neg,16,na,12,na,0,0,0,0,0,0,76,1718,6188,0,0,0,4026,0,0,0,0,0,14722,11940,14658,588,0,0,0,0,14,12,0,0,0,0,0,0,0,1034,6948,0,990,46,40,56,1168,5682,0,0,0,0,6960,332,78,188,22,26,58,290,22,6,29414,0,0,0,0,4026,264,12238,2398,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,14480,15.82,29414,29414,29766,18,148,2778,29140,7982,1209600,0,na,na,na,3319.68,0,3720,na,na,0,0,0,1802,5098,820,262,0,0,0,na,0,29414,na,940,26,34,30,200,1460,4762,528,2,0,na,na,na,na,na,na,na,na,na,72,46,0,0,0,0,0,0,0,0,224,0,0,1244,226,136,24,7080,792,304,4,0,0,0,na,na,5002,2662,234,52,32,0,0,0,0,0,0,0
neg,60820,na,1064,950,0,0,0,0,0,0,202088,1674898,2244798,514046,125488,9580,2005064,0,0,0,0,0,3832876,2953484,1046822,825554,0,0,370,0,3328,292,0,0,0,0,0,88838,4682060,0,0,0,1636,736,918,12868,3249398,1505156,186,0,0,0,1626078,1226804,290114,214430,189960,187392,275998,710358,49764,0,4880028,42,178,634,54,2005064,75094,454604,588412,272640,277900,256980,226760,na,na,na,na,7240,60820.41,4880028,4880028,4887932,31980,1766,120894,36280,4770898,1209600,194860,4,264,0,3694131.84,37347.84,1036056,0,0,0,0,2376,653840,1763424,1943042,380878,23274,3976,88,14,20,4880028,na,3566,518,3494,843172,338038,2392234,1153826,35962,88,0,1588,922,3512826,49524,0,21766,0,34,3740072,4590,156,0,0,2970,38964,0,0,0,0,45156,86564,28848,0,0,101400,19160,10227660,1051990,390804,36752,0,0,21121250,1017.32,1158,1116162,1140668,535350,213294,389814,290024,241980,210670,609756,23180,0,0
neg,60916,na,0,na,0,0,0,0,0,0,2564,1312828,2209772,431052,1554,0,1972266,0,212,0,0,0,3351910,2776100,801560,472204,0,0,0,0,0,0,0,0,0,0,0,348338,2643522,907192,58718,0,4394,3252,4990,10882,1723900,2209632,718,2,0,0,1585056,446944,283446,217894,172102,169654,335050,596302,146826,4496,4154612,166,484,168,154,1972266,72052,441580,358080,223500,221920,233180,1310700,1310700,1310700,1310700,1310700,113900,60916.64,4154612,4154612,4081758,30396,118878,44690,513560,3957770,1209600,0,na,na,na,3637675.2,0,314134.08,na,na,0,0,0,187670,1991620,1546158,203846,23546,4790,140,na,0,4154612,na,4794,752,129862,132398,219094,3192758,268458,9644,10,0,na,na,na,na,na,na,na,na,na,2382,116,0,0,0,0,0,0,0,0,45128,81730,15570,0,0,227116,30870,5440880,780482,0,0,0,0,1924600,na,na,333320,744244,636146,325786,1074412,523526,262740,55000,2596,0,0,0
neg,50718,na,126,124,0,0,0,0,0,0,7608,569628,2641086,870868,38922,0,1777264,0,0,0,0,0,3756092,3355170,637020,347468,0,0,0,0,518,84,0,0,0,0,0,41876,1714248,1329360,1042628,0,2182,746,1682,570874,3225606,327010,12,0,0,0,1718112,782974,423450,373618,335876,363924,130158,0,0,0,4393610,0,266,558,24,1777264,47494,401716,233754,181960,170220,187460,na,na,na,na,na,91460,50718.2,4393610,4393610,4401362,23355.0,145458,73026,757960,4128112,1209600,119106,0,54,0,3127641.6,0,997739.52,0,0,0,0,34,67378,842588,2239642,929994,41366,6216,894,362,368,4393610,na,4464,614,108096,631808,273662,2252988,840688,15704,88,0,204,202,1644510,35300,0,37070,0,0,3175820,2476,200,0,0,0,0,0,0,0,0,22704,48194,9896,0,0,130826,25472,4999740,1047070,0,0,0,0,10718200,1219.5,1216,1029088,806758,561230,260322,500412,409410,287778,148440,103016,21658,0,0
neg,58,4,42,30,0,0,0,0,0,0,3306,51322,2586,420,0,0,18070,0,0,0,0,0,57170,46990,12068,3024,0,0,0,0,48,66,0,0,0,0,0,0,0,39826,17808,0,404,18,18,442,738,6982,49032,0,0,0,53930,1552,528,488,202,668,202,56,6,2,69344,24,30,10,0,18070,698,3298,8642,na,na,na,na,na,na,na,na,11320,58.69,69344,69344,66838,101.0,8,6424,68320,57814,1209600,1062,2,16,0,8051.52,34384.32,14041.92,0,30,0,0,2064,40426,13246,1784,102,12,0,0,14,30,69344,0,1538,70,206,1652,15644,18882,18480,1148,14,0,64,132,9680,214,0,0,0,0,9792,222,86,0,0,0,34726,0,0,0,0,806,0,0,4910,2206,412,104,11240,1208,5494,30,0,0,0,233.48,190,50210,5234,1380,286,316,156,52,0,0,0,0,0
neg,41432,na,524,438,0,0,0,0,0,0,326,186512,1842412,541934,23572,0,1188312,0,0,0,0,0,2455798,2258362,341394,168302,0,0,0,0,170,344,0,0,0,0,0,3208,990016,1448788,152744,0,902,210,480,18968,2136596,437592,8,0,0,0,758782,916306,355046,232050,152178,88504,87130,4760,0,0,2797370,522,140,580,6,1188312,24658,209714,129868,158460,153400,na,na,na,na,na,na,26100,41431.53,2797370,2797370,2785732,12957.0,7944,36058,374780,2594756,1209600,79484,6,78,0,2313579.84,0,279764.16,0,0,0,0,0,8710,1107570,1166838,297840,11156,2594,48,0,8,2797370,na,2358,248,25126,222632,96166,1417910,825468,4794,54,0,532,588,1894072,236366,0,3994,0,12,2327684,1064,124,0,0,0,0,0,0,0,0,12170,40068,7748,0,0,91398,15588,1960180,220888,0,0,0,0,1786000,585.78,638,296166,413872,336600,180760,404282,381470,333518,145540,99358,3190,0,0
neg,730,0,2130706432,24,0,0,0,0,0,0,37718,78016,49172,4020,0,0,60772,0,0,0,124,178,164142,145934,41088,7246,0,0,0,0,14,24,0,0,0,0,0,0,0,22200,146726,0,1004,444,336,1542,824,145284,19492,0,0,0,140208,19548,4346,1434,770,494,910,386,360,470,205476,2,4,2,0,60772,1230,24202,16732,na,na,na,na,na,na,na,na,39740,730.86,205476,205476,203336,442,28,19760,203940,169336,1209600,2026,2,16,0,45567.36,97668.48,23794.56,2,152,0,0,3608,32386,97620,26688,6498,2066,56,4,0,26,205476,0,2462,126,3148,29924,14444,70768,43148,4590,316,0,38,52,45690,1478,0,0,0,0,49416,210,168,0,0,20050,102630,0,0,0,0,1270,6,6,0,0,1258,248,97320,9946,0,0,0,0,0,4.2,318,124626,12798,5230,2400,6142,6484,2964,8282,0,0,0,0
pos,1800546,na,na,13042,na,na,0,280,132164,7875494,55386332,92749198,52130878,16496844,1901366,28480,82073576,196142,0,na,986196,1957344,149868570,115528598,84129814,34558772,na,0,0,0,na,na,0,0,0,0,0,0,0,28112774,198588262,0,119430,77174,121294,274336,81066740,145041998,64,0,0,0,97775292,76342024,23946422,10085040,5577936,3682230,2822086,3243592,1920684,1305730,234981844,na,na,na,na,82073576,3868624,19683112,64370192,836640,867660,617660,483180,438960,448940,430860,435860,115900,1800545.06,234981844,234981844,235065810,640100,na,na,159980,226701036,1209600,na,33420,10586,0,133766558.4,74498678.4,18403598.4,518,18786,172,352054,6142180,27282394,75610876,89357368,25344700,2411804,193440,6048,0,na,234981844,na,109630,22892,36319024,60331082,20063200,93294288,16364700,196192,28,0,22792,8338,67080280,7558360,0,68520,0,0,72195158,na,na,na,na,na,na,na,na,na,na,1948124,na,na,na,na,na,na,na,na,na,na,na,na,na,51833.9,40332,95928594,50515302,30997662,7611880,9706814,7087194,24679144,121822,52624,0,na,na
neg,95172,na,0,na,0,0,0,0,0,0,7182,408604,6076258,1856210,28726,0,3742588,0,0,0,0,0,7083674,6102158,1470320,876014,0,0,0,0,0,0,0,0,0,0,486,123368,2312562,3897930,2042634,0,10260,5632,7190,18964,5797016,2537858,44,16,0,0,3673542,1408888,828868,622676,488864,416164,420886,362530,144182,10380,8555056,68,48,172,470,3742588,126078,692962,775360,209320,229680,226720,193040,168760,197400,217460,1310700,16480,95172.39,8555056,8555056,8480718,49344,1491948,120770,74720,8376980,1209600,0,na,na,na,7114683.84,0,1252730.88,na,na,0,0,0,42018,2381572,5083918,812974,50316,6182,0,na,172,8555056,na,8006,886,522312,656742,903638,5773376,506222,5798,0,0,na,na,na,na,na,na,na,na,na,5394,170,0,0,0,0,0,0,0,0,65102,68426,15120,0,0,357002,60564,19138840,4963486,0,0,0,0,43036710,na,na,1306988,2369648,2261346,842990,958780,359524,164726,63822,49064,92,0,0
neg,26146,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,26145.97,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
neg,59708,na,684,552,0,0,0,0,0,0,138,844050,2071412,539168,17776,132,1698938,0,156,0,0,0,3182726,2838642,538430,298236,0,0,0,0,416,4030,0,0,0,0,0,9700,820730,1964406,677840,0,2522,558,878,7494,1608434,1852716,74,0,0,0,915188,1138786,402298,295132,231766,173672,145136,170204,494,0,3721534,24,48,622,4,1698938,47926,367650,168452,140180,149820,232200,na,na,na,na,na,11440,59708.2,3721534,3721534,3731022,20471.0,8768,6538,87200,3472676,1209600,96338,0,88,0,3085270.08,0,384679.68,0,0,0,0,0,188226,1719688,1318342,232182,12220,1986,32,30,34,3721534,na,4708,406,55666,220794,150750,2260022,769590,10628,112,0,688,13110,2941948,66030,0,508,0,0,3109898,1730,446,0,0,0,0,0,0,0,0,22440,52252,11228,0,0,138354,22908,603120,80878,0,0,0,0,6293760,901.94,1034,411040,460010,331100,163802,352458,427266,642254,431718,251360,1668,0,0
neg,12,na,26,20,0,0,0,0,0,0,28,2072,3134,0,0,0,1504,0,0,0,0,0,3668,2292,8580,462,0,0,0,0,30,38,0,0,0,0,0,0,0,0,5234,0,1964,10,14,16,6,3224,0,0,0,0,3942,594,98,120,28,42,74,298,24,14,12260,0,0,2,0,1504,126,7356,1212,na,na,na,na,na,na,na,na,8480,11.49,12260,12260,19970,17.0,0,1172,12140,5234,1209600,246,0,4,0,1797.12,0,1488,na,na,0,0,0,1920,2646,412,256,0,0,0,0,8,12260,na,1954,2,12,10,108,866,1992,290,0,0,24,124,1576,88,0,48,0,0,2032,28,48,0,0,0,0,0,0,0,0,118,0,0,1334,256,26,16,1440,144,16756,18,0,0,0,na,na,3600,1330,172,54,56,20,2,0,0,0,0,0
neg,80686,na,2130706468,3184,0,0,0,0,0,158,486782,3064192,1205818,61304,646,0,2159506,0,0,0,16620,21524,4467136,4079982,546888,328748,0,0,420,0,1188,3048,0,0,0,0,0,176658,2103538,1217892,1320812,0,4504,4450,9768,42432,2175312,2582018,416,0,0,0,1192878,1280298,707570,562114,373688,282074,354304,65974,0,0,5031574,322,762,800,6,2159506,51362,297898,246858,125940,126380,112660,152660,na,na,na,na,19320,80686.49,5031574,5031574,4990622,30274,2436,13976,181760,4818900,1209600,157282,2,82,0,4413973.44,0,400400.64,0,0,0,0,185828,2121362,1941552,516252,42192,9984,1720,10,158,190,5031574,na,7422,892,45702,265162,100564,2118440,2224762,55566,390,0,4154,5684,4395922,58152,0,29574,0,20,4442670,2952,888,0,0,0,0,0,0,0,0,27692,45332,21682,0,0,133030,26274,14509320,1474476,0,0,0,0,37945410,2013.88,2308,436808,836674,599680,282956,560468,623256,637754,422888,404824,13592,0,0
neg,69092,na,na,na,na,na,0,0,20114,391164,2610776,1390832,61696,12,0,0,na,0,42,na,246612,441308,3234984,3037918,1124162,392012,na,0,0,0,na,na,0,0,0,0,0,0,0,1157466,3317128,0,5348,1564,1960,3008,2701006,1761706,2,0,0,0,750388,801422,985418,1082464,399242,166314,98950,86862,39162,64372,na,na,na,na,na,1578334,46710,292156,829014,na,na,na,na,na,na,na,na,na,69092.87,na,na,na,23670,na,na,na,na,na,na,na,na,na,3721515.84,0,749175.36,na,na,0,48102,698258,2585162,934616,151146,42914,13578,818,0,na,na,na,na,6016,1112,366210,277068,240182,3292104,286872,5030,0,0,648,1676,3338006,2143034,0,3750,0,0,3412072,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,778896,634512,325668,104368,318538,1617494,670558,24378,182,0,na,na
neg,58968,na,766,612,0,0,0,0,0,30368,785968,1967822,576466,19556,0,0,1609442,0,0,0,22020,35318,3052406,2740144,417356,281338,0,0,0,0,252,648,0,0,0,0,0,89998,1251326,716300,1322556,0,2902,348,612,54584,1739262,1575208,7262,2,0,0,768224,952082,669200,428570,269050,195884,97068,102,0,0,3492314,0,880,672,0,1609442,35912,186282,228182,115280,141440,na,na,na,na,na,na,154560,58967.89,3492314,3492314,3465586,19967.0,2468,103428,1067100,3380180,1209600,92166,0,54,0,3064327.68,0,312258.24,0,0,0,1838,285366,1635848,1164282,272146,14382,4744,1520,54,14,26,3492314,na,5206,510,23326,164268,90952,1648566,1394366,52366,620,0,686,1248,3013312,542930,0,2380,0,52,3076032,1822,294,0,0,0,0,0,0,0,0,19058,34592,7412,0,0,93724,17426,182300,24980,0,0,0,0,13787310,1286.66,1314,331554,458352,370442,187474,365200,384306,496564,494998,290474,816,0,0
neg,26,0,2130706432,118,0,0,0,0,0,0,5556,6310,1930,0,0,0,4844,0,122,0,518,1440,22808,16064,38688,2678,0,0,0,0,118,102,0,0,0,0,0,0,0,0,13796,0,444,154,210,1380,780,1838,8990,0,0,0,11140,1094,294,128,124,184,52,570,58,152,62048,2,4,2,0,4844,310,31524,6222,na,na,na,na,na,na,na,na,37880,26.72,62048,62048,61234,42,0,5918,61520,13868,1209600,772,2,14,0,5287.68,101.76,7149.12,6,64,0,0,4304,4686,3908,892,6,0,0,0,0,8,62048,0,1386,40,144,112,868,1744,7940,1496,66,0,228,112,6274,104,0,0,0,0,6378,72,254,0,0,10,114,0,0,0,0,456,0,0,2232,840,180,66,10580,1054,23364,14,0,0,0,368.28,110,9120,4188,152,36,104,68,90,38,0,0,0,0
neg,12,0,8,6,0,0,0,0,0,268,210,3488,2144,0,0,0,2382,0,72,0,102,368,16212,14086,6858,118,0,0,0,0,40,14,0,0,0,0,0,0,0,0,6110,0,1562,6,10,28,46,2986,1222,250,0,0,4406,528,366,126,536,54,94,0,0,0,23202,0,2,0,0,2382,182,4926,1850,na,na,na,na,na,na,na,na,6640,12.51,23202,23202,23424,30,534,2196,22960,6166,1209600,296,0,2,0,2562.24,400.32,2016,2,34,0,0,424,2638,2684,328,36,0,0,0,0,90,23202,0,1300,30,154,52,394,296,2738,870,276,0,18,32,1214,72,0,0,0,0,2836,48,210,0,0,170,744,0,0,0,0,192,0,0,450,118,38,16,4880,860,22638,8,0,0,0,403.08,96,3844,2038,60,38,114,16,0,0,0,0,0,0
neg,47414,na,0,na,0,0,0,0,0,0,1828,355916,2574532,749366,36752,0,1825592,0,0,0,0,0,3076336,2516534,914048,461638,0,0,0,0,0,0,0,0,0,0,0,170842,2997732,453450,96370,0,2982,1880,3714,39084,2203396,1457270,10062,2,4,0,1763654,866352,338262,207932,146822,315952,79420,0,0,0,3991276,0,14,278,690,1825592,64654,373566,537006,249640,289960,293340,na,na,na,na,na,71820,47414.57,3991276,3991276,3969204,17765.0,1201492,28350,352400,3718394,1209600,0,na,na,na,2960386.56,0,753533.76,0,0,0,0,0,10012,1200936,1850460,571196,73212,11282,1296,na,0,3991276,na,6604,944,201054,471052,184894,2009612,810766,33330,138,0,na,na,na,na,na,na,na,na,na,3072,142,0,0,0,0,0,0,0,0,37396,41438,9214,0,0,170034,26350,3856600,1499580,0,0,0,0,7414570,1808.4,1994,791084,835994,361244,201588,493780,498588,399064,105152,31656,244,0,0
neg,39252,na,628,522,0,0,0,0,0,0,55982,1103068,1087854,88052,126,0,1078784,0,0,0,448,2018,1878486,1416838,624536,402224,0,0,0,0,382,606,0,0,0,0,0,47454,1401138,225542,660948,0,4496,2562,7360,34640,1530926,751106,3644,326,8,14,899348,449110,198828,157728,159320,320208,150540,0,0,0,2503890,0,14,84,6,1078784,42140,335728,286886,298440,295420,na,na,na,na,na,na,25780,39252.24,2503890,2503890,2486022,14852,18732,3790,79380,2337178,1209600,56292,0,134,0,2074123.2,0,261271.68,0,0,0,0,1852,357806,1142922,767566,54524,7832,2448,132,18,34,2503890,na,3680,410,35708,123054,78706,1598978,481270,13222,54,0,524,870,1862918,35672,46,1972,0,0,2099072,1484,588,0,0,0,0,0,0,0,0,25112,38952,8434,0,0,82082,12636,202920,117056,0,0,0,0,38147800,1063.12,1054,281878,276786,264576,142846,341070,341980,389140,235744,60836,226,0,0
neg,216192,na,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,6670284,0,322,0,900854,1229556,12368772,12257312,2040270,718150,0,0,0,0,3054,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15312354,6454,5354,32402,382,6670284,149500,1093942,937014,156160,164160,183500,161900,267920,170400,142220,133180,114000,216192.7,15312354,15312354,1386,0,9936,67322,772980,0,1209600,247584,0,0,0,10540890.24,2397936.96,1455542.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,15312354,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,462,0,0,2070,2399834,0,0,0,0,86524,38956,15222,15864610,2459192,264406,45352,113020,43292,14994748,47476,0,0,6069920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
